Key,Source,Context,Changes,English
perkFlurryOfAgilityRank4BWLongDesc,,, ,"Gain 25% faster attack speed with knives and 25% extra dismember chance with knives with power attacks. When under 50% health and taking damage from an enemy,have 100% chance to trigger a SMOKE BOMB!: making you invisible for 12.5 seconds."
perkFlurryOfAgilityRank5BWLongDesc,,, ,"Gain 30% faster attack speed with knives and 30% extra dismember chance with knives with power attacks. When under 60% health and taking damage from an enemy,have 100% chance to trigger a SMOKE BOMB!: making you invisible for 15 seconds."
perkFlurryOfAgilityRank6Desc,,, ,Whirlwind
perkFlurryOfAgilityRank6BWLongDesc,,, ,Attack 30% faster.
perkFlurryOfAgilityRank7Desc,,, ,Whirlwind
perkFlurryOfAgilityRank7BWLongDesc,,, ,Attack 30% faster.
perkFlurryOfAgilityRank8Desc,,, ,Whirlwind
perkFlurryOfAgilityRank8BWLongDesc,,, ,Attack 30% faster.
perkFlurryOfAgilityRank9Desc,,, ,Whirlwind
perkFlurryOfAgilityRank9BWLongDesc,,, ,Attack 30% faster.
perkFlurryOfAgilityRank10Desc,,, ,Whirlwind
perkFlurryOfAgilityRank10BWLongDesc,,, ,Attack 30% faster.
perkFlurryOfFortitudeRank1BWLongDesc,,, ,"Gain 10% faster attack speed with punches and brawling weapons,5% chance to reduce your target's armor with every hit with normal attacks. When hitting KO'd enemies,have a 3% chance for an UPPERCUT!(instant kill)"
perkFlurryOfFortitudeRank2BWLongDesc,,, ,"Gain 15% faster attack speed with punches and brawling weapons,as well as 10% chance to reduce your target's armor with every hit with normal attacks. When hitting KO'd enemies,have a 6% chance for a Falcon PUNCH!"
perkFlurryOfFortitudeRank3BWLongDesc,,, ,"Gain 20% faster attack speed with punches and brawling weapons,as well as 15% chance to reduce your target's armor with every hit with normal attacks. When hitting KO'd enemies,have a 9% chance for an assist from ONE PUNCH MAN!"
perkFlurryOfFortitudeRank4BWLongDesc,,, ,"Gain 25% faster attack speed with punches and brawling weapons as well as 20% chance to reduce your target's armor with every hit with normal attacks. When hitting KO'd enemies,have a 12% chance for a GOMU GOMU NO-ELEPHANT GUN!"
perkFlurryOfFortitudeRank5BWLongDesc,,, ,"Gain 30% faster attack speed with punches and brawling weapons,as well as 25% chance to reduce your target's armor with every hit with normal attacks. When hitting KO'd enemies,have a 15% chance for a FINISH HIM! FATALITY."
perkFlurryOfFortitudeRank6Desc,,, ,Relentless Onslaught
perkFlurryOfFortitudeRank6BWLongDesc,,, ,Attack 35% faster.
perkFlurryOfFortitudeRank7Desc,,, ,Relentless Onslaught
perkFlurryOfFortitudeRank7BWLongDesc,,, ,Attack 40% faster.
perkFlurryOfFortitudeRank8Desc,,, ,Relentless Onslaught
perkFlurryOfFortitudeRank8BWLongDesc,,, ,Attack 45% faster.
perkFlurryOfFortitudeRank9Desc,,, ,Relentless Onslaught
perkFlurryOfFortitudeRank9BWLongDesc,,, ,Attack 50% faster.
perkFlurryOfFortitudeRank10Desc,,, ,Relentless Onslaught
perkFlurryOfFortitudeRank10BWLongDesc,,, ,Attack 55% faster.
perkFlurryOfIntellectRank1BWLongDesc,,, ,"Stun batons gain 10% faster attack speed,pipe batons gain twice as much. When holding a stun baton gain a 5% chance of doing an ELECTRIC SLAM! after jumping,which applies a shock effect to all targets in a 6m radius around you. The chance is doubled if the baton is charged."
perkFlurryOfIntellectRank2BWLongDesc,,, ,"Stun batons gain 15% faster attack speed,pipe batons gain twice as much. When holding a stun baton gain a 7.5% chance of doing an ELECTRIC SLAM! after jumping,which applies a shock effect to all targets in a 6m radius around you. The chance is doubled if the baton is charged."
perkFlurryOfIntellectRank3BWLongDesc,,, ,"Stun batons gain 20% faster attack speed,pipe batons gain twice as much. When holding a stun baton gain a 10% chance of doing an ELECTRIC SLAM! after jumping,which applies a shock effect to all targets in a 6m radius around you. The chance is doubled if the baton is charged."
perkFlurryOfIntellectRank4BWLongDesc,,, ,"Stun batons gain 25% faster attack speed,pipe batons gain twice as much. When holding a stun baton gain a 12.5% chance of doing an ELECTRIC SLAM! after jumping,which applies a shock effect to all targets in a 6m radius around you. The chance is doubled if the baton is charged."
perkFlurryOfIntellectRank5BWLongDesc,,, ,"Stun batons gain 30% faster attack speed,pipe batons gain twice as much. When holding a stun baton gain a 15% chance of doing an ELECTRIC SLAM! after jumping,which applies a shock effect to all targets in a 6m radius around you. The chance is doubled if the baton is charged."
perkFlurryOfIntellectRank6Desc,,, ,Einstein's Wrath
perkFlurryOfIntellectRank6BWLongDesc,,, ,Attack 70% faster.
perkFlurryOfIntellectRank7Desc,,, ,Einstein's Wrath
perkFlurryOfIntellectRank7BWLongDesc,,, ,Attack 80% faster.
perkFlurryOfIntellectRank8Desc,,, ,Einstein's Wrath
perkFlurryOfIntellectRank8BWLongDesc,,, ,Attack 90% faster.
perkFlurryOfIntellectRank9Desc,,, ,Einstein's Wrath
perkFlurryOfIntellectRank9BWLongDesc,,, ,Attack 100% faster.
perkFlurryOfIntellectRank10Desc,,, ,Einstein's Wrath
perkFlurryOfIntellectRank10BWLongDesc,,, ,Attack 110% faster.
perkFlurryOfPerceptionRank1BWLongDesc,,, ,"Gain 10% range,faster attack speed and 1 extra target penetration for both normal and power attacks with spears,stacks with the perk book. When attacking enemies from the maximum range of your Spear,gain a 10% chance to do an IMPALE ATTACK!: Dealing 150 bonus flat damage. (Fun fact: Power attacks with spears have more range than normal attacks)."
perkFlurryOfPerceptionRank2BWLongDesc,,, ,"Gain 15% range,faster attack speed and 2 extra targets penetration for both normal and power attacks with spears,stacks with the perk book. When attacking enemies from the maximum range of your Spear,gain a 15% chance to do an IMPALE ATTACK!: Dealing 300 bonus flat damage."
perkFlurryOfPerceptionRank3BWLongDesc,,, ,"Gain 20% range,faster attack speed and 3 extra targets penetration for both normal and power attacks with spears,stacks with the perk book. When attacking enemies from the maximum range of your Spear,gain a 20% chance to do an IMPALE ATTACK!: Dealing 450 bonus flat damage."
perkFlurryOfPerceptionRank4BWLongDesc,,, ,"Gain 25% range,faster attack speed and 4 extra targets penetration for both normal and power attacks with spears,stacks with the perk book. When attacking enemies from the maximum range of your Spear,gain a 25% chance to do an IMPALE ATTACK!: Dealing 600 bonus flat damage."
perkFlurryOfPerceptionRank5BWLongDesc,,, ,"Gain 30% range,faster attack speed and 5 extra targets penetration for both normal and power attacks with spears,stacks with the perk book. When attacking enemies from the maximum range of your Spear,gain a 30% chance to do an IMPALE ATTACK!: Dealing 750 bonus flat damage."
perkFlurryOfPerceptionRank6Desc,,, ,Lighting Reflexes
perkFlurryOfPerceptionRank6BWLongDesc,,, ,Attack 35% faster.
perkFlurryOfPerceptionRank7Desc,,, ,Lighting Reflexes
perkFlurryOfPerceptionRank7BWLongDesc,,, ,Attack 40% faster.
perkFlurryOfPerceptionRank8Desc,,, ,Lighting Reflexes
perkFlurryOfPerceptionRank8BWLongDesc,,, ,Attack 45% faster.
perkFlurryOfPerceptionRank9Desc,,, ,Lighting Reflexes
perkFlurryOfPerceptionRank9BWLongDesc,,, ,Attack 50% faster.
perkFlurryOfPerceptionRank10Desc,,, ,Lighting Reflexes
perkFlurryOfPerceptionRank10BWLongDesc,,, ,Attack 55% faster.
perkFlurryOfStrengthRank1BWLongDesc,,, ,Sledgehammers gain 10% faster attack speed and ignore 20% of enemy armor. Gain 10% faster attack speed with Clubs and 10% higher dismember chance with their power attacks.
perkFlurryOfStrengthRank2BWLongDesc,,, ,Sledgehammers gain 15% faster attack speed and ignore 40% of enemy armor. Gain 15% faster attack speed with Clubs and 15% higher dismember chance with their power attacks.
perkFlurryOfStrengthRank3BWLongDesc,,, ,Sledgehammers gain 20% faster attack speed and ignore 60% of enemy armor. Gain 20% faster attack speed with Clubs and 20% higher dismember chance with their power attacks.
perkFlurryOfStrengthRank4BWLongDesc,,, ,Sledgehammers gain 25% faster attack speed and ignore 80% of enemy armor. Gain 25% faster attack speed with Clubs and 25% higher dismember chance with their power attacks.
perkFlurryOfStrengthRank5BWLongDesc,,, ,Sledgehammers gain 30% faster attack speed and ignore 100% of enemy armor. Gain 30% faster attack speed with Clubs and 30% higher dismember chance with their power attacks.
perkFlurryOfStrengthRank6Desc,,, ,Heavy Metal
perkFlurryOfStrengthRank6BWLongDesc,,, ,Rank 6 bonuses: Target armor -120%.
perkFlurryOfStrengthRank7Desc,,, ,Heavy Metal
perkFlurryOfStrengthRank7BWLongDesc,,, ,Rank 7 bonuses: Target armor -140%.
perkFlurryOfStrengthRank8Desc,,, ,Heavy Metal
perkFlurryOfStrengthRank8BWLongDesc,,, ,Rank 8 bonuses: Target armor -160%.
perkFlurryOfStrengthRank9Desc,,, ,Heavy Metal
perkFlurryOfStrengthRank9BWLongDesc,,, ,Rank 9 bonuses: Target armor -180%.
perkFlurryOfStrengthRank10Desc,,, ,Heavy Metal
perkFlurryOfStrengthRank10BWLongDesc,,, ,Rank 10 bonuses: Target armor -200%.
perkFortitudeMasteryRank1BWLongDesc,,, ,"Killing an enemy will instantly remove any bleeding and abrasion injury from yourself. Hitting enemies with blunt brawling weapons or punches has a 30% chance to cause them to bleed minimally,up to 25 stacks. Dismembering any limb off of an enemy with brawling weapons,assault rifles or LMGs will cause them to bleed heavily,up to a maximum of 100 stacks."
perkFortitudeMasteryRank2BWLongDesc,,, ,"After healing an infection,you cannot be infected for 2 real life hours. Painkillers and grandpa's moonshine will now gain 10% and 50% bonus damage resistance respectively. Assault rifles and LMGs will cause enemies to bleed,up to 25 stacks."
perkFortitudeMasteryRank3BWLongDesc,,, ,"Killing enemies with brawling weapons has a 10% chance to drop silver or gold from their teeth. Killing feral enemies increases the chance to 50%,killing radiated enemies increases the chance to 75% and killing infernal or charged enemies guarantees a drop."
perkFortitudeMasteryRank4BWLongDesc,,, ,"Gain +50 health permanently. Steel knuckles will cause enemies to bleed with every hit up to 25 stacks. Assault rifles and LMGs gain another 50% magazine size bonus. The lower your health,the faster your attack speed with brawling weapons,starts at +20% attack speed when at lower than 90% health up to +500% attack speed at lower than 10% health remaining."
perkFortitudeMasteryRank5BWLongDesc,,, ,"Gain another +50 health permanently. Hitting enemies with assault rifles or LMGs has a 30% chance to set them on fire,and killing an enemy with assault rifles or LMGs will grant 50% damage resistance for 5 seconds. Assault rifles and LMGs gain 500% dismember chance(only to limbs)."
perkFortitudeMasteryRank6Desc,,, ,Unbreakable
perkFortitudeMasteryRank6BWLongDesc,,, ,Rank 6 bonuses: Max health +150.
perkFortitudeMasteryRank7Desc,,, ,Unbreakable
perkFortitudeMasteryRank7BWLongDesc,,, ,Rank 7 bonuses: Max health +200.
perkFortitudeMasteryRank8Desc,,, ,Unbreakable
perkFortitudeMasteryRank8BWLongDesc,,, ,Rank 8 bonuses: Max health +250.
perkFortitudeMasteryRank9Desc,,, ,Unbreakable
perkFortitudeMasteryRank9BWLongDesc,,, ,Rank 9 bonuses: Max health +300.
perkFortitudeMasteryRank10Desc,,, ,Unbreakable
perkFortitudeMasteryRank10BWLongDesc,,, ,Rank 10 bonuses: Max health +350.
perkFromTheShadowsRank1BWLongDesc,,, ,You are 13% more stealthy when crouching in the darkness/shadows. Make 10% less noise and gain 20% faster crouch speed. Enemies will search for you for up to 50 seconds. Lose 5% less stamina when you jump or run with a knife equipped. Have 2% more chance of finding Night Stalker perk books in loot.
perkFromTheShadowsRank2BWLongDesc,,, ,You are 26% more stealthy when crouching in the darkness/shadows. Make 20% less noise and gain 40% faster crouch speed. Enemies will search for you for up to 40 seconds. Lose 10% less stamina when you jump or run with a knife equipped. Have 4% more chance of finding Night Stalker perk books in loot.
perkFromTheShadowsRank3BWLongDesc,,, ,You are 39% more stealthy when crouching in the darkness/shadows. Make 30% less noise and gain 60% faster crouch speed. Enemies will search for you for up to 30 seconds. Lose 15% less stamina when you jump or run with a knife equipped. Have 6% more chance of finding Night Stalker perk books in loot.
perkFromTheShadowsRank4BWLongDesc,,, ,You are 52% more stealthy when crouching in the darkness/shadows. Make 40% less noise and gain 80% faster crouch speed. Enemies will search for you for up to 25 seconds. Running on trash piles won't make any noise. Lose 20% less stamina when you jump or run with a knife equipped. Have 8% more chance of finding Night Stalker perk books in loot.
perkFromTheShadowsRank5BWLongDesc,,, ,You are 65% more stealthy when crouching in the darkness/shadows. Make 50% less noise and gain 100% faster crouch speed. Enemies will search for you for up to 20 seconds. Running on trash piles won't make any noise. Lose 25% less stamina when you jump or run with a knife equipped. Have 10% more chance of finding Night Stalker perk books in loot.
perkFromTheShadowsRank6Desc,,, ,Shadow Ninja
perkFromTheShadowsRank6BWLongDesc,,, ,"Rank 6 bonuses: Crouch speed +120%,Noise -60%."
perkFromTheShadowsRank7Desc,,, ,Shadow Ninja
perkFromTheShadowsRank7BWLongDesc,,, ,"Rank 7 bonuses: Crouch speed +140%,Noise -70%."
perkFromTheShadowsRank8Desc,,, ,Shadow Ninja
perkFromTheShadowsRank8BWLongDesc,,, ,"Rank 8 bonuses: Crouch speed +160%,Noise -80%."
perkFromTheShadowsRank9Desc,,, ,Shadow Ninja
perkFromTheShadowsRank9BWLongDesc,,, ,"Rank 9 bonuses: Crouch speed +180%,Noise -90%."
perkFromTheShadowsRank10Desc,,, ,Shadow Ninja
perkFromTheShadowsRank10BWLongDesc,,, ,"Rank 10 bonuses: Crouch speed +200%,Noise -100%."
perkGrandSlamRank1BWLongDesc,,, ,Doing a power attack while sprinting with a club/bat or sledgehammer has a 15% chance of knocking enemies down. Doing a power attack on a block with your sledgehammer has a 15% chance to cause a POWER SLAM!: causing all enemies to ragdoll in a 6m radius around you. Killing an enemy with a power attack on the head while using a club/bat has a 15% chance to cause a HOMERUN!: making all enemies in a 3m radius around that enemy to get knocked down.
perkGrandSlamRank2BWLongDesc,,, ,Doing a power attack while sprinting with a club/bar or sledgehammer has a 30% chance of knocking enemies down. Doing a power attack on a block with your sledgehammer has a 30% chance to cause a POWER SLAM!: causing all enemies to ragdoll in a 6m radius around you. Killing an enemy with a power attack on the head while using a club/bat has a 30% chance to cause a HOMERUN!: making all enemies in a 3m radius around that enemy to get knocked down.
perkGrandSlamRank3BWLongDesc,,, ,Doing a power attack while sprinting with a club/bat or sledgehammer has a 45% chance of knocking enemies down. Doing a power attack on a block with your sledgehammer has a 45% chance to cause a POWER SLAM!: causing all enemies to ragdoll in a 6m radius around you. Killing an enemy with a power attack on the head while using a club/bat has a 45% chance to cause a HOMERUN!: making all enemies in a 3m radius around that enemy to get knocked down.
perkGrandSlamRank4BWLongDesc,,, ,Doing a power attack while sprinting with a club/bat or sledgehammer has a 60% chance of knocking enemies down. Doing a power attack on a block with your sledgehammer has a 60% chance to cause a POWER SLAM!: causing all enemies to ragdoll in a 6m radius around you. Killing an enemy with a power attack on the head while using a club/bat has a 60% chance to cause a HOMERUN!: making all enemies in a 3m radius around that enemy to get knocked down.
perkGrandSlamRank5BWLongDesc,,, ,Doing a power attack while sprinting with a club/bat or sledgehammer has a 75% chance of knocking enemies down. Doing a power attack on a block with your sledgehammer has a 75% chance to cause a POWER SLAM!: causing all enemies to ragdoll in a 6m radius around you. Killing an enemy with a power attack on the head while using a club/bat has a 75% chance to cause a HOMERUN!: making all enemies in a 3m radius around that enemy to get knocked down.
perkGrandSlamRank6Desc,,, ,Grand Slam King
perkGrandSlamRank6BWLongDesc,,, ,No additional bonuses beyond Rank 5.
perkGrandSlamRank7Desc,,, ,Grand Slam King
perkGrandSlamRank7BWLongDesc,,, ,No additional bonuses beyond Rank 5.
perkGrandSlamRank8Desc,,, ,Grand Slam King
perkGrandSlamRank8BWLongDesc,,, ,No additional bonuses beyond Rank 5.
perkGrandSlamRank9Desc,,, ,Grand Slam King
perkGrandSlamRank9BWLongDesc,,, ,No additional bonuses beyond Rank 5.
perkGrandSlamRank10Desc,,, ,Grand Slam King
perkGrandSlamRank10BWLongDesc,,, ,No additional bonuses beyond Rank 5.
perkGreaseMonkeyRank1BWLongDesc,,, ,10% more effectiveness of repair kits when used on vehicles. 33% less resources needed to craft bicycles. You can now harvest steel from scrapping vehicles. Harvest 20% forged steel from vehicles. 2% more chance of finding vehicle adventures magazines in loot. 10% more chance chance of finding repair kits and vehicle mod schematics in loot.
perkGreaseMonkeyRank2BWLongDesc,,, ,20% more effectiveness of repair kits when used on vehicles. 33% less resources needed to craft minibikes. Harvest 40% forged steel from vehicles. 4% more chance of finding vehicle adventures magazines in loot. 15% more chance chance of finding repair kits and vehicle mod schematics in loot.
perkGreaseMonkeyRank3BWLongDesc,,, ,30% more effectiveness of repair kits when used on vehicles. 33% less resources needed to craft motorcycles. Harvest 60% forged steel from vehicles. 6% more chance of finding vehicle adventures magazines in loot. 20% more chance chance of finding repair kits and vehicle mod schematics in loot. Unlock the recipe for an unique chassis improvement to motorcycles and minibikes.
perkGreaseMonkeyRank4BWLongDesc,,, ,40% more effectiveness of repair kits when used on vehicles. 33% less resources needed to craft 4x4 trucks. Harvest 80% forged steel from vehicles. 8% more chance of finding vehicle adventures magazines in loot. 25% more chance chance of finding repair kits and vehicle mod schematics in loot. Unlock the recipe for an unique chassis improvement to cars.
perkGreaseMonkeyRank5BWLongDesc,,, ,50% more effectiveness of repair kits when used on vehicles. 33% less resources needed to craft Gyrocopters. Harvest 100% forged steel from vehicles. 10% more chance of finding vehicle adventures magazines in loot. 30% more chance chance of finding repair kits and vehicle mod schematics in loot. Unlock the recipe for an unique chassis improvement to flying vehicles.
perkGreaseMonkeyRank6Desc,,, ,Avionics Wizard
perkGreaseMonkeyRank6BWLongDesc,,, ,"100% more chance of finding greasemonkeyt1,greasemonkeyt2,greasemonkeyt3,greasemonkeyt4,greasemonkeyt5,vehiclesCSM in loot."
perkGreaseMonkeyRank7Desc,,, ,Avionics Wizard
perkGreaseMonkeyRank7BWLongDesc,,, ,"100% more chance of finding greasemonkeyt1,greasemonkeyt2,greasemonkeyt3,greasemonkeyt4,greasemonkeyt5,vehiclesCSM in loot."
perkGreaseMonkeyRank8Desc,,, ,Avionics Wizard
perkGreaseMonkeyRank8BWLongDesc,,, ,"100% more chance of finding greasemonkeyt1,greasemonkeyt2,greasemonkeyt3,greasemonkeyt4,greasemonkeyt5,vehiclesCSM in loot."
perkGreaseMonkeyRank9Desc,,, ,Avionics Wizard
perkGreaseMonkeyRank9BWLongDesc,,, ,"100% more chance of finding greasemonkeyt1,greasemonkeyt2,greasemonkeyt3,greasemonkeyt4,greasemonkeyt5,vehiclesCSM in loot."
perkGreaseMonkeyRank10Desc,,, ,Avionics Wizard
perkGreaseMonkeyRank10BWLongDesc,,, ,"100% more chance of finding greasemonkeyt1,greasemonkeyt2,greasemonkeyt3,greasemonkeyt4,greasemonkeyt5,vehiclesCSM in loot."
perkGunslingerRank1BWLongDesc,,, ,Pistols and SMGs deal 10% more damage. have 5% faster fire rate and 10% faster reload. 2% more chance of finding Pistols/SMGs/parts/9mm ammo/handgun Magazines/Pistol Pete/Magnum Enforcer perk books in loot. Pistols/SMGs degrade 10% slower. 10% faster spread recovery. 35% spread while ADS. 5/10% better vertical/horizontal recoil control.
perkGunslingerRank2BWLongDesc,,, ,Pistols and SMGs deal 20% more damage. have 10% faster fire rate and 15% faster reload. 4% more chance of finding Pistols/SMGs/parts/9mm ammo/handgun Magazines/Pistol Pete/Magnum Enforcer perk books in loot. Pistols/SMGs degrade 15% slower. 30% faster spread recovery. 26% spread while ADS. 10/20% better vertical/horizontal recoil control.
perkGunslingerRank3BWLongDesc,,, ,Pistols and SMGs deal 30% more damage. have 15% faster fire rate and 20% faster reload. Critical Damage: 5 successive hits in a short time cause critical damage. 6% more chance of finding Pistols/SMGs/parts/9mm ammo/handgun Magazines/Pistol Pete/Magnum Enforcer perk books in loot. Pistols/SMGs degrade 20% slower. 50% faster spread recovery. 17% spread while ADS. 15/30% better vertical/horizontal recoil control.
perkGunslingerRank4BWLongDesc,,, ,Pistols and SMGs deal 40% more damage. have 20% faster fire rate and 25% faster reload. Critical Damage: 4 successive hits in a short time cause the last shot to do 100% extra damage. 8% more chance of finding Pistols/SMGs/parts/9mm ammo/handgun Magazines/Pistol Pete/Magnum Enforcer perk books in loot. Pistols/SMGs degrade 25% slower. 70% faster spread recovery. 8% spread while ADS. 20/40% better vertical/horizontal recoil control.
perkGunslingerRank5BWLongDesc,,, ,Pistols and SMGs deal 50% more damage. have 25% faster fire rate and 30% faster reload. Critical Damage: 3 successive hits in a short time cause the last shot to do 100% extra damage. 10% more chance of finding Pistols/SMGs/parts/9mm ammo/handgun Magazines/Pistol Pete/Magnum Enforcer perk books in loot. Pistols/SMGs degrade 30% slower. 90% faster spread recovery. 2% spread while ADS. 25/50% better vertical/horizontal recoil control.
perkGunslingerRank6Desc,,, ,Gunslinger
perkGunslingerRank6BWLongDesc,,, ,"Handguns deal 60% more entity damage. Handguns deal 120% more block damage. Reload 36% faster. Fire 30% faster. Reduce spread growth by 30%. 12% more chance of finding 9mm ammo,handguns and parts in loot."
perkGunslingerRank7Desc,,, ,Gunslinger
perkGunslingerRank7BWLongDesc,,, ,"Handguns deal 70% more entity damage. Handguns deal 140% more block damage. Reload 42% faster. Fire 35% faster. Reduce spread growth by 35%. 14% more chance of finding 9mm ammo,handguns and parts in loot."
perkGunslingerRank8Desc,,, ,Gunslinger
perkGunslingerRank8BWLongDesc,,, ,"Handguns deal 80% more entity damage. Handguns deal 160% more block damage. Reload 48% faster. Fire 40% faster. Reduce spread growth by 40%. 16% more chance of finding 9mm ammo,handguns and parts in loot."
perkGunslingerRank9Desc,,, ,Gunslinger
perkGunslingerRank9BWLongDesc,,, ,"Handguns deal 90% more entity damage. Handguns deal 180% more block damage. Reload 54% faster. Fire 45% faster. Reduce spread growth by 45%. 18% more chance of finding 9mm ammo,handguns and parts in loot."
perkGunslingerRank10Desc,,, ,Gunslinger
perkGunslingerRank10BWLongDesc,,, ,"Handguns deal 100% more entity damage. Handguns deal 200% more block damage. Reload 60% faster. Fire 50% faster. Reduce spread growth by 50%. 20% more chance of finding 9mm ammo,handguns and parts in loot."
perkHardTargetRank1BWLongDesc,,, ,"Gain 5% damage resistance while walking or sprinting,gain an additional 5% damage resistance and 5% chance of evading 100% of incoming damage when jumping. The damage resistances can be stacked if you jump and move at the same time. (applies to all levels)"
perkHardTargetRank2BWLongDesc,,, ,"Gain 10% damage resistance while walking or sprinting,gain an additional 10% damage resistance and 10% chance of evading 100% of incoming damage when jumping."
perkHardTargetRank3BWLongDesc,,, ,"Gain 15% damage resistance while walking or sprinting,gain an additional 15%  damage resistance and 15% chance of evading 100% of incoming damage when jumping."
perkHardTargetRank4BWLongDesc,,, ,"Gain 20% damage resistance while walking or sprinting,gain an additional 20% damage resistance and 20% chance of evading 100% of incoming damage when jumping."
perkHardTargetRank5BWLongDesc,,, ,"Gain 25% damage resistance while walking or sprinting,gain an additional 25% damage resistance and 25% chance of evading 100% of incoming damage when jumping."
perkHardTargetRank6Desc,,, ,Ghost Reflexes
perkHardTargetRank6BWLongDesc,,, ,Rank 6 bonuses: Damage resistance +0.25.
perkHardTargetRank7Desc,,, ,Ghost Reflexes
perkHardTargetRank7BWLongDesc,,, ,Rank 7 bonuses: Damage resistance +0.25.
perkHardTargetRank8Desc,,, ,Ghost Reflexes
perkHardTargetRank8BWLongDesc,,, ,Rank 8 bonuses: Damage resistance +0.25.
perkHardTargetRank9Desc,,, ,Ghost Reflexes
perkHardTargetRank9BWLongDesc,,, ,Rank 9 bonuses: Damage resistance +0.25.
perkHardTargetRank10Desc,,, ,Ghost Reflexes
perkHardTargetRank10BWLongDesc,,, ,Rank 10 bonuses: Damage resistance +0.25.
perkHealingFactorRank1BWLongDesc,,, ,Gain 1 Health Point every 35 seconds. Critical injuries heal 150% faster. Stacks with energy bar.
perkHealingFactorRank2BWLongDesc,,, ,Gain 1 Health Point every 25 seconds. Critical injuries heal 200% faster. Stacks with energy bar.
perkHealingFactorRank3BWLongDesc,,, ,Gain 1 Health Point every 15 seconds. Critical injuries heal 300% faster. Stacks with energy bar.
perkHealingFactorRank4BWLongDesc,,, ,Gain 1 Health Point every 10 seconds. Critical injuries heal 400% faster. Stacks with energy bar.
perkHealingFactorRank5BWLongDesc,,, ,Gain 1 Health Point every 5 seconds. Critical injuries heal 470% faster. Stacks with energy bar.
perkHealingFactorRank6Desc,,, ,Mutant Genes
perkHealingFactorRank6BWLongDesc,,, ,Rank 6 bonuses: Health regen +0.22.
perkHealingFactorRank7Desc,,, ,Mutant Genes
perkHealingFactorRank7BWLongDesc,,, ,Rank 7 bonuses: Health regen +0.28.
perkHealingFactorRank8Desc,,, ,Mutant Genes
perkHealingFactorRank8BWLongDesc,,, ,Rank 8 bonuses: Health regen +0.34.
perkHealingFactorRank9Desc,,, ,Mutant Genes
perkHealingFactorRank9BWLongDesc,,, ,Rank 9 bonuses: Health regen +0.4.
perkHealingFactorRank10Desc,,, ,Mutant Genes
perkHealingFactorRank10BWLongDesc,,, ,Rank 10 bonuses: Health regen +0.46.
perkHeavyArmorRank1BWLongDesc,,, ,Reduce heavy armor movement and stamina penalty by 15%. Improve durability by 15%. Have a 5% more chance of finding heavy armor/parts/magazines in loot.
perkHeavyArmorRank2BWLongDesc,,, ,Reduce heavy armor movement and stamina penalty by 30%. Improve durability by 30%. Have a 10% more chance of finding heavy armor/parts/magazines in loot.
perkHeavyArmorRank3BWLongDesc,,, ,Reduce heavy armor movement and stamina penalty by 45%. Improve durability by 45%. Have a 15% more chance of finding heavy armor/parts/magazines in loot.
perkHeavyArmorRank4BWLongDesc,,, ,Reduce heavy armor movement and stamina penalty by 60%. Improve durability by 66%. Each piece of armor equipped provides health regeneration (the effect stacks up to 1 HP every 5s with a full heavy armor set) and makes you lose 7.5% less hunger when regenerating health (the effect stacks up to 30% less hunger lost with a full heavy armor set). Have a 20% more chance of finding heavy armor/parts/magazines in loot.
perkHiddenStrikeRank1BWLongDesc,,, ,Sneak attacks deal an extra 50% damage. Your knives have 10% more range and ignore 10% of enemy armor. Gain 10% more XP for getting kills at night. Have 2% more chance of finding Urban Warfare perk books in loot.
perkHiddenStrikeRank2BWLongDesc,,, ,Sneak attacks deal an extra 100% damage. Your knives have 15% more range and ignore 20% of enemy armor. Gain 15% more XP for getting kills at night. Have 4% more chance of finding Urban Warfare perk books in loot.
perkHiddenStrikeRank3BWLongDesc,,, ,Sneak attacks deal an extra 150% damage. Your knives have 20% more range and ignore 30% of enemy armor. Gain 20% more XP for getting kills at night. Have 6% more chance of finding Urban Warfare perk books in loot.
perkHiddenStrikeRank4BWLongDesc,,, ,Sneak attacks deal an extra 200% damage. Your knives have 25% more range and ignore 40% of enemy armor. Gain 25% more XP for getting kills at night. Have 8% more chance of finding Urban Warfare perk books in loot.
perkHiddenStrikeRank5BWLongDesc,,, ,Sneak attacks deal an extra 250% damage. Your knives have 30% more range and ignore 50% of enemy armor. Gain 30% more XP for getting kills at night. Have 10% more chance of finding Urban Warfare perk books in loot.
perkHiddenStrikeRank6Desc,,, ,Assassin
perkHiddenStrikeRank6BWLongDesc,,, ,Rank 6 bonuses: Target armor -60%.
perkHiddenStrikeRank7Desc,,, ,Assassin
perkHiddenStrikeRank7BWLongDesc,,, ,Rank 7 bonuses: Target armor -70%.
perkHiddenStrikeRank8Desc,,, ,Assassin
perkHiddenStrikeRank8BWLongDesc,,, ,Rank 8 bonuses: Target armor -80%.
perkHiddenStrikeRank9Desc,,, ,Assassin
perkHiddenStrikeRank9BWLongDesc,,, ,Rank 9 bonuses: Target armor -90%.
perkHiddenStrikeRank10Desc,,, ,Assassin
perkHiddenStrikeRank10BWLongDesc,,, ,Rank 10 bonuses: Target armor -100%.
perkInfiltratorRank1BWLongDesc,,, ,"You can no longer trigger landmines when stepping on them while crouching. You can now pick up candy tin landmines,spike traps and barbed wire(applies to all levels). Landmines and traps trigger 1 second after stepping on them. Take 30% less damage from landmines and traps. Gain 40% bonus crouch speed at night time."
