Key,File,Type,UsedInMainMenu,NoTranslate,english
LWDragonBowDesc,Items,Weapons,,,"[FF4500]Features a fearsome dragonhead[FFFFFF] perched at its top, salvaged from the asylum's [FF0000]dragon experimentation wing[FFFFFF], said to channel the [8B0000]ancient power[FFFFFF] of the [990000]dragon god Ryujin[FFFFFF].\n[FF0000]When drawn, the bow unleashes arrows imbued[FFFFFF] with the [FF4500]essence of storm and flame[FFFFFF], each shot carrying the [8B0000]wrath and majesty[FFFFFF] of the [990000]dragon's fiery breath[FFFFFF] through [FF4500]asylum halls[FFFFFF].\n\n[FFFF00]Scales with Archery[-]\n\n[FF0000]Uses asylum legendary repair kits to repair[-]"

LWEpicBow,Items,Weapons,,,"[FFD700]Asylum Nightbloom Bow[fdee00]"
LWEpicBowDesc,Items,Weapons,,,"[8A2BE2]Adorned with shimmering purple runes[FFFFFF] from the asylum's [FF0000]occult research wing[FFFFFF], it draws power from the [4B0082]essence of moonlit nights[FFFFFF] and [990000]hidden enchantments[FFFFFF].\n[FF0000]When drawn, it emits a soft ethereal glow[FFFFFF], its arrows [8A2BE2]streaking through darkness[FFFFFF] like [990000]ghostly trails[FFFFFF], guided by the [FF4500]subtle magic[FFFFFF] of the [8B0000]asylum's night terrors[FFFFFF].\n\n[FFFF00]Scales with Archery[-]\n\n[FF0000]Uses asylum legendary repair kits to repair[-]"

LWRustBow,Items,Weapons,,,"[FFD700]Asylum Voidshot Longbow[fdee00]"
LWRustBowDesc,Items,Weapons,,,"[2F4F4F]Crafted with darkened mysterious wood[FFFFFF] from the asylum's [FF0000]forbidden forest[FFFFFF] and [8B0000]adorned with shifting obsidian runes[FFFFFF], it [990000]channels the essence of the void[FFFFFF].\n[FF0000]Each arrow it fires vanishes into swirling shadow[FFFFFF] before [8B0000]reappearing with devastating impact[FFFFFF], leaving a [990000]trail of dark energy[FFFFFF] in its wake through the [FF4500]asylum's shadow realm[FFFFFF].\n\n[FFFF00]Scales with Archery[-]\n\n[FF0000]Uses asylum legendary repair kits to repair[-]"

resourceSMALegendaryRepairKit,Items,Item,,,"[FFD700]Asylum Legendary Repair Kit[fdee00]"
resourceSMALegendaryRepairKitDesc,Items,Item,,,"[FF0000]This unholy repair kit contains the essence[FFFFFF] of [8B0000]tortured souls[FFFFFF] and [B8860B]fragments of bone[FFFFFF] from the asylum's [990000]most violent patients[FFFFFF].\n[FF0000]Used to repair various legendary weapons and tools[FFFFFF] by [8B0000]feeding them fresh anguish[FFFFFF] and [990000]binding more suffering[FFFFFF] to make them [FF4500]stronger but more malevolent[FFFFFF]."



# Picture Frames - Asylum Staff Memorial
decoLWMallfaka,Blocks,Block,,,"[FFD700]Asylum Staff Memorial - Mallfaka[fdee00]"
decoLWMallfakaDesc,Blocks,Block,,,"[FF0000]Memorial to Dr. Mallfaka[FFFFFF]: [8B0000]'Look at my big, glowing sword!'[FFFFFF] - [990000]Last words before the patient uprising[FFFFFF]"

decoLWSteen,Blocks,Block,,,"[FFD700]Asylum Staff Memorial - Steeniemo[fdee00]"
decoLWSteenDesc,Blocks,Block,,,"[FF0000]Memorial to Warden Steeniemo[FFFFFF]: [8B0000]'And I'm freeeee...free falling!'[FFFFFF] - [990000]Final transmission from the asylum tower[FFFFFF]"

decoLWWorm,Blocks,Block,,,"[FFD700]Asylum Staff Memorial - Worm Guy[fdee00]"
decoLWWormDesc,Blocks,Block,,,"[FF0000]Memorial to Groundskeeper Worm[FFFFFF]: [8B0000]'But hey, he got a shovel at least...which he didn't find himself.'[FFFFFF] - [990000]Ironic last entry in his work log[FFFFFF]"

decoLWWorm2,Blocks,Block,,,"[FFD700]Asylum Staff Memorial - Worm Guy 2[fdee00]"
decoLWWorm2Desc,Blocks,Block,,,"[FF0000]Second Memorial to Groundskeeper Worm[FFFFFF]: [8B0000]'Unlucky.'[FFFFFF] - [990000]Found carved into his cell wall[FFFFFF]"
