Key,File,Type,UsedInMainMenu,NoTranslate,english
asylumNunCursed,entities,Zombie,,,"[774499]Cursed Asylum Nun[-]"

# Alpha Nun - Red MatColor (Blood Red)
asylumNunAlpha,entities,Zombie,,,"[AA3333]Alpha Asylum Nun[-]"

# Normal Gremlin - No MatColor (Muted Orange)
asylumGremlin,entities,Zombie,,,"[CC7744]Asylum Gremlin[-]"

# Feral Gremlin - Yellow MatColor (Darker Orange)
asylumFeralGremlin,entities,Zombie,,,"[BB6633]Feral Asylum Gremlin[-]"

# Radiated Gremlin - Green MatColor (Sickly Green)
asylumGremlinRadiated,entities,Zombie,,,"[66AA44]Radiated Asylum Gremlin[-]"

# Infernal Gremlin - Orange-red MatColor (Dark Red-Orange)
asylumGremlinInfernal,entities,Zombie,,,"[AA4422]Infernal Asylum Gremlin[-]"

# Charged Gremlin - Blue MatColor (Steel Blue)
asylumGremlinCharged,entities,Zombie,,,"[4477AA]Charged Asylum Gremlin[-]"

# Cursed Gremlin - Purple MatColor (Dark Purple)
asylumGremlinCursed,entities,Zombie,,,"[774499]Cursed Asylum Gremlin[-]"

# Alpha Gremlin - Red MatColor (Blood Red)
asylumGremlinAlpha,entities,Zombie,,,"[AA3333]Alpha Asylum Gremlin[-]"

# ========================================
# JASON VOORHEES ENTITY SERIES
# ========================================

# Normal Jason Voorhees - No MatColor (Muted Orange)
asylumJason4,entities,Zombie,,,"[CC7744]Asylum Jason Voorhees[-]"

# Feral Jason Voorhees - Yellow MatColor (Darker Orange)
asylumFeralJason4,entities,Zombie,,,"[BB6633]Feral Asylum Jason Voorhees[-]"

# Radiated Jason Voorhees - Green MatColor (Sickly Green)
asylumJason4Radiated,entities,Zombie,,,"[66AA44]Radiated Asylum Jason Voorhees[-]"

# Infernal Jason Voorhees - Orange-red MatColor (Dark Red-Orange)
asylumJason4Infernal,entities,Zombie,,,"[AA4422]Infernal Asylum Jason Voorhees[-]"

# Charged Jason Voorhees - Blue MatColor (Steel Blue)
asylumJason4Charged,entities,Zombie,,,"[4477AA]Charged Asylum Jason Voorhees[-]"

# Cursed Jason Voorhees - Purple MatColor (Dark Purple)
asylumJason4Cursed,entities,Zombie,,,"[774499]Cursed Asylum Jason Voorhees[-]"

# Alpha Jason Voorhees - Red MatColor (Blood Red)
asylumJason4Alpha,entities,Zombie,,,"[AA3333]Alpha Asylum Jason Voorhees[-]"

# ========================================
# CHUCKY ENTITY SERIES
# ========================================

# Normal Chucky - No MatColor (Muted Orange)
asylumChucky,entities,Zombie,,,"[CC7744]Asylum Chucky[-]"

# Feral Chucky - Yellow MatColor (Darker Orange)
asylumFeralChucky,entities,Zombie,,,"[BB6633]Feral Asylum Chucky[-]"

# Radiated Chucky - Green MatColor (Sickly Green)
asylumChuckyRadiated,entities,Zombie,,,"[66AA44]Radiated Asylum Chucky[-]"

# Infernal Chucky - Orange-red MatColor (Dark Red-Orange)
asylumChuckyInfernal,entities,Zombie,,,"[AA4422]Infernal Asylum Chucky[-]"

# Charged Chucky - Blue MatColor (Steel Blue)
asylumChuckyCharged,entities,Zombie,,,"[4477AA]Charged Asylum Chucky[-]"

# Cursed Chucky - Purple MatColor (Dark Purple)
asylumChuckyCursed,entities,Zombie,,,"[774499]Cursed Asylum Chucky[-]"

# Alpha Chucky - Red MatColor (Blood Red)
asylumChuckyAlpha,entities,Zombie,,,"[AA3333]Alpha Asylum Chucky[-]"

# ========================================
# ANNABELLE ENTITY SERIES
# ========================================

# Normal Annabelle - No MatColor (Muted Orange)
asylumAnnabelle,entities,Zombie,,,"[CC7744]Asylum Annabelle[-]"

# Feral Annabelle - Yellow MatColor (Darker Orange)
asylumFeralAnnabelle,entities,Zombie,,,"[BB6633]Feral Asylum Annabelle[-]"

# Radiated Annabelle - Green MatColor (Sickly Green)
asylumAnnabelleRadiated,entities,Zombie,,,"[66AA44]Radiated Asylum Annabelle[-]"

# Infernal Annabelle - Orange-red MatColor (Dark Red-Orange)
asylumAnnabelleInfernal,entities,Zombie,,,"[AA4422]Infernal Asylum Annabelle[-]"

# Charged Annabelle - Blue MatColor (Steel Blue)
asylumAnnabelleCharged,entities,Zombie,,,"[4477AA]Charged Asylum Annabelle[-]"

# Cursed Annabelle - Purple MatColor (Dark Purple)
asylumAnnabelleCursed,entities,Zombie,,,"[774499]Cursed Asylum Annabelle[-]"

# Alpha Annabelle - Red MatColor (Blood Red)
asylumAnnabelleAlpha,entities,Zombie,,,"[AA3333]Alpha Asylum Annabelle[-]"

# ========================================
# MICHAEL MYERS ENTITY SERIES
# ========================================

# Normal Michael Myers - No MatColor (Muted Orange)
asylumMyers,entities,Zombie,,,"[CC7744]Asylum Michael Myers[-]"

# Feral Michael Myers - Yellow MatColor (Darker Orange)
asylumFeralMyers,entities,Zombie,,,"[BB6633]Feral Asylum Michael Myers[-]"

# Radiated Michael Myers - Green MatColor (Sickly Green)
asylumMyersRadiated,entities,Zombie,,,"[66AA44]Radiated Asylum Michael Myers[-]"

# Infernal Michael Myers - Orange-red MatColor (Dark Red-Orange)
asylumMyersInfernal,entities,Zombie,,,"[AA4422]Infernal Asylum Michael Myers[-]"

# Charged Michael Myers - Blue MatColor (Steel Blue)
asylumMyersCharged,entities,Zombie,,,"[4477AA]Charged Asylum Michael Myers[-]"

# Cursed Michael Myers - Purple MatColor (Dark Purple)
asylumMyersCursed,entities,Zombie,,,"[774499]Cursed Asylum Michael Myers[-]"

# Alpha Michael Myers - Red MatColor (Blood Red)
asylumMyersAlpha,entities,Zombie,,,"[AA3333]Alpha Asylum Michael Myers[-]"


# Normal Insect1 - No MatColor (Muted Orange)
asylumInsect1,entities,Zombie,,,"[CC7744]Asylum Insect Drone[-]"

# Feral Insect1 - Dried Blood MatColor (Brownish Red)
asylumFeralInsect1,entities,Zombie,,,"[BB6633]Feral Asylum Insect Drone[-]"

# Radiated Insect1 - Green MatColor (Sickly Green)
asylumInsect1Radiated,entities,Zombie,,,"[66AA44]Radiated Asylum Insect Drone[-]"

# Infernal Insect1 - Orange-red MatColor (Dark Red-Orange)
asylumInsect1Infernal,entities,Zombie,,,"[AA4422]Infernal Asylum Insect Drone[-]"

# Charged Insect1 - Blue MatColor (Steel Blue)
asylumInsect1Charged,entities,Zombie,,,"[4477AA]Charged Asylum Insect Drone[-]"

# Cursed Insect1 - Purple MatColor (Dark Purple)
asylumInsect1Cursed,entities,Zombie,,,"[774499]Cursed Asylum Insect Drone[-]"

# Alpha Insect1 - Red MatColor (Blood Red)
asylumInsect1Alpha,entities,Zombie,,,"[AA3333]Alpha Asylum Insect Drone[-]"

# Normal Insect2 - No MatColor (Muted Orange)
asylumInsect2,entities,Zombie,,,"[CC7744]Asylum Insect Warrior[-]"

# Feral Insect2 - Dried Blood MatColor (Brownish Red)
asylumFeralInsect2,entities,Zombie,,,"[BB6633]Feral Asylum Insect Warrior[-]"

# Radiated Insect2 - Green MatColor (Sickly Green)
asylumInsect2Radiated,entities,Zombie,,,"[66AA44]Radiated Asylum Insect Warrior[-]"

# Infernal Insect2 - Orange-red MatColor (Dark Red-Orange)
asylumInsect2Infernal,entities,Zombie,,,"[AA4422]Infernal Asylum Insect Warrior[-]"

# Charged Insect2 - Blue MatColor (Steel Blue)
asylumInsect2Charged,entities,Zombie,,,"[4477AA]Charged Asylum Insect Warrior[-]"

# Cursed Insect2 - Purple MatColor (Dark Purple)
asylumInsect2Cursed,entities,Zombie,,,"[774499]Cursed Asylum Insect Warrior[-]"

# Alpha Insect2 - Red MatColor (Blood Red)
asylumInsect2Alpha,entities,Zombie,,,"[AA3333]Alpha Asylum Insect Warrior[-]"

# Normal Insect3 - No MatColor (Muted Orange)
asylumInsect3,entities,Zombie,,,"[CC7744]Asylum Insect Hunter[-]"

# Feral Insect3 - Dried Blood MatColor (Brownish Red)
asylumFeralInsect3,entities,Zombie,,,"[BB6633]Feral Asylum Insect Hunter[-]"

# Radiated Insect3 - Green MatColor (Sickly Green)
asylumInsect3Radiated,entities,Zombie,,,"[66AA44]Radiated Asylum Insect Hunter[-]"

# Infernal Insect3 - Orange-red MatColor (Dark Red-Orange)
asylumInsect3Infernal,entities,Zombie,,,"[AA4422]Infernal Asylum Insect Hunter[-]"

# Charged Insect3 - Blue MatColor (Steel Blue)
asylumInsect3Charged,entities,Zombie,,,"[4477AA]Charged Asylum Insect Hunter[-]"

# Cursed Insect3 - Purple MatColor (Dark Purple)
asylumInsect3Cursed,entities,Zombie,,,"[774499]Cursed Asylum Insect Hunter[-]"

# Alpha Insect3 - Red MatColor (Blood Red)
asylumInsect3Alpha,entities,Zombie,,,"[AA3333]Alpha Asylum Insect Hunter[-]"

# Normal Insect4 - No MatColor (Muted Orange)
asylumInsect4,entities,Zombie,,,"[CC7744]Asylum Insect Predator[-]"

# Feral Insect4 - Dried Blood MatColor (Brownish Red)
asylumFeralInsect4,entities,Zombie,,,"[BB6633]Feral Asylum Insect Predator[-]"

# Radiated Insect4 - Green MatColor (Sickly Green)
asylumInsect4Radiated,entities,Zombie,,,"[66AA44]Radiated Asylum Insect Predator[-]"

# Infernal Insect4 - Orange-red MatColor (Dark Red-Orange)
asylumInsect4Infernal,entities,Zombie,,,"[AA4422]Infernal Asylum Insect Predator[-]"

# Charged Insect4 - Blue MatColor (Steel Blue)
asylumInsect4Charged,entities,Zombie,,,"[4477AA]Charged Asylum Insect Predator[-]"

# Cursed Insect4 - Purple MatColor (Dark Purple)
asylumInsect4Cursed,entities,Zombie,,,"[774499]Cursed Asylum Insect Predator[-]"

# Alpha Insect4 - Red MatColor (Blood Red)
asylumInsect4Alpha,entities,Zombie,,,"[AA3333]Alpha Asylum Insect Predator[-]"

# Normal Insect5 - No MatColor (Muted Orange)
asylumInsect5,entities,Zombie,,,"[CC7744]Asylum Insect Queen[-]"

# Feral Insect5 - Dried Blood MatColor (Brownish Red)
asylumFeralInsect5,entities,Zombie,,,"[BB6633]Feral Asylum Insect Queen[-]"

# Radiated Insect5 - Green MatColor (Sickly Green)
asylumInsect5Radiated,entities,Zombie,,,"[66AA44]Radiated Asylum Insect Queen[-]"

# Infernal Insect5 - Orange-red MatColor (Dark Red-Orange)
asylumInsect5Infernal,entities,Zombie,,,"[AA4422]Infernal Asylum Insect Queen[-]"

# Charged Insect5 - Blue MatColor (Steel Blue)
asylumInsect5Charged,entities,Zombie,,,"[4477AA]Charged Asylum Insect Queen[-]"

# Cursed Insect5 - Purple MatColor (Dark Purple)
asylumInsect5Cursed,entities,Zombie,,,"[774499]Cursed Asylum Insect Queen[-]"

# Alpha Insect5 - Red MatColor (Blood Red)
asylumInsect5Alpha,entities,Zombie,,,"[AA3333]Alpha Asylum Insect Queen[-]"

# Normal Killerclown - No MatColor (Muted Orange)
asylumKillerclown,entities,Zombie,,,"[CC7744]Asylum Killer Clown[-]"

# Feral Killerclown - Dried Blood MatColor (Brownish Red)
asylumFeralKillerclown,entities,Zombie,,,"[BB6633]Feral Asylum Killer Clown[-]"

# Radiated Killerclown - Green MatColor (Sickly Green)
asylumKillerclownRadiated,entities,Zombie,,,"[66AA44]Radiated Asylum Killer Clown[-]"

# Infernal Killerclown - Orange-red MatColor (Dark Red-Orange)
asylumKillerclownInfernal,entities,Zombie,,,"[AA4422]Infernal Asylum Killer Clown[-]"

# Charged Killerclown - Blue MatColor (Steel Blue)
asylumKillerclownCharged,entities,Zombie,,,"[4477AA]Charged Asylum Killer Clown[-]"

# Cursed Killerclown - Purple MatColor (Dark Purple)
asylumKillerclownCursed,entities,Zombie,,,"[774499]Cursed Asylum Killer Clown[-]"

# Alpha Killerclown - Red MatColor (Blood Red)
asylumKillerclownAlpha,entities,Zombie,,,"[AA3333]Alpha Asylum Killer Clown[-]"

# Normal Mutant1 - No MatColor (Muted Orange)
asylumMutant1,entities,Zombie,,,"[CC7744]Asylum Mutant Specimen[-]"

# Feral Mutant1 - Dried Blood MatColor (Brownish Red)
asylumFeralMutant1,entities,Zombie,,,"[BB6633]Feral Asylum Mutant Specimen[-]"

# Radiated Mutant1 - Green MatColor (Sickly Green)
asylumMutant1Radiated,entities,Zombie,,,"[66AA44]Radiated Asylum Mutant Specimen[-]"

# Infernal Mutant1 - Orange-red MatColor (Dark Red-Orange)
asylumMutant1Infernal,entities,Zombie,,,"[AA4422]Infernal Asylum Mutant Specimen[-]"

# Charged Mutant1 - Blue MatColor (Steel Blue)
asylumMutant1Charged,entities,Zombie,,,"[4477AA]Charged Asylum Mutant Specimen[-]"

# Cursed Mutant1 - Purple MatColor (Dark Purple)
asylumMutant1Cursed,entities,Zombie,,,"[774499]Cursed Asylum Mutant Specimen[-]"

# Alpha Mutant1 - Red MatColor (Blood Red)
asylumMutant1Alpha,entities,Zombie,,,"[AA3333]Alpha Asylum Mutant Specimen[-]"

# Normal Mutant2 - No MatColor (Muted Orange)
asylumMutant2,entities,Zombie,,,"[CC7744]Asylum Mutant Aberration[-]"

# Feral Mutant2 - Dried Blood MatColor (Brownish Red)
asylumFeralMutant2,entities,Zombie,,,"[BB6633]Feral Asylum Mutant Aberration[-]"

# Radiated Mutant2 - Green MatColor (Sickly Green)
asylumMutant2Radiated,entities,Zombie,,,"[66AA44]Radiated Asylum Mutant Aberration[-]"

# Infernal Mutant2 - Orange-red MatColor (Dark Red-Orange)
asylumMutant2Infernal,entities,Zombie,,,"[AA4422]Infernal Asylum Mutant Aberration[-]"

# Charged Mutant2 - Blue MatColor (Steel Blue)
asylumMutant2Charged,entities,Zombie,,,"[4477AA]Charged Asylum Mutant Aberration[-]"

# Cursed Mutant2 - Purple MatColor (Dark Purple)
asylumMutant2Cursed,entities,Zombie,,,"[774499]Cursed Asylum Mutant Aberration[-]"

# Alpha Mutant2 - Red MatColor (Blood Red)
asylumMutant2Alpha,entities,Zombie,,,"[AA3333]Alpha Asylum Mutant Aberration[-]"

# Normal Orc - No MatColor (Muted Orange)
asylumOrc,entities,Zombie,,,"[CC7744]Asylum Orc Warrior[-]"

# Feral Orc - Dried Blood MatColor (Brownish Red)
asylumFeralOrc,entities,Zombie,,,"[BB6633]Feral Asylum Orc Warrior[-]"

# Radiated Orc - Green MatColor (Sickly Green)
asylumOrcRadiated,entities,Zombie,,,"[66AA44]Radiated Asylum Orc Warrior[-]"

# Infernal Orc - Orange-red MatColor (Dark Red-Orange)
asylumOrcInfernal,entities,Zombie,,,"[AA4422]Infernal Asylum Orc Warrior[-]"

# Charged Orc - Blue MatColor (Steel Blue)
asylumOrcCharged,entities,Zombie,,,"[4477AA]Charged Asylum Orc Warrior[-]"

# Cursed Orc - Purple MatColor (Dark Purple)
asylumOrcCursed,entities,Zombie,,,"[774499]Cursed Asylum Orc Warrior[-]"

# Alpha Orc - Red MatColor (Blood Red)
asylumOrcAlpha,entities,Zombie,,,"[AA3333]Alpha Asylum Orc Warrior[-]"

# Normal Ravingpuppet - No MatColor (Muted Orange)
asylumRavingpuppet,entities,Zombie,,,"[CC7744]Asylum Raving Puppet[-]"

# Feral Ravingpuppet - Dried Blood MatColor (Brownish Red)
asylumFeralRavingpuppet,entities,Zombie,,,"[BB6633]Feral Asylum Raving Puppet[-]"

# Radiated Ravingpuppet - Green MatColor (Sickly Green)
asylumRavingpuppetRadiated,entities,Zombie,,,"[66AA44]Radiated Asylum Raving Puppet[-]"

# Infernal Ravingpuppet - Orange-red MatColor (Dark Red-Orange)
asylumRavingpuppetInfernal,entities,Zombie,,,"[AA4422]Infernal Asylum Raving Puppet[-]"

# Charged Ravingpuppet - Blue MatColor (Steel Blue)
asylumRavingpuppetCharged,entities,Zombie,,,"[4477AA]Charged Asylum Raving Puppet[-]"

# Cursed Ravingpuppet - Purple MatColor (Dark Purple)
asylumRavingpuppetCursed,entities,Zombie,,,"[774499]Cursed Asylum Raving Puppet[-]"

# Alpha Ravingpuppet - Red MatColor (Blood Red)
asylumRavingpuppetAlpha,entities,Zombie,,,"[AA3333]Alpha Asylum Raving Puppet[-]"

# Normal Skele - No MatColor (Muted Orange)
asylumSkele,entities,Zombie,,,"[CC7744]Asylum Skeleton[-]"

# Feral Skele - Dried Blood MatColor (Brownish Red)
asylumFeralSkele,entities,Zombie,,,"[BB6633]Feral Asylum Skeleton[-]"

# Radiated Skele - Green MatColor (Sickly Green)
asylumSkeleRadiated,entities,Zombie,,,"[66AA44]Radiated Asylum Skeleton[-]"

# Infernal Skele - Orange-red MatColor (Dark Red-Orange)
asylumSkeleInfernal,entities,Zombie,,,"[AA4422]Infernal Asylum Skeleton[-]"

# Charged Skele - Blue MatColor (Steel Blue)
asylumSkeleCharged,entities,Zombie,,,"[4477AA]Charged Asylum Skeleton[-]"

# Cursed Skele - Purple MatColor (Dark Purple)
asylumSkeleCursed,entities,Zombie,,,"[774499]Cursed Asylum Skeleton[-]"

# Alpha Skele - Red MatColor (Blood Red)
asylumSkeleAlpha,entities,Zombie,,,"[AA3333]Alpha Asylum Skeleton[-]"

# Normal Zombie1 - No MatColor (Muted Orange)
asylumZombie1,entities,Zombie,,,"[CC7744]Marcus[-]"

# Feral Zombie1 - Dried Blood MatColor (Brownish Red)
asylumFeralZombie1,entities,Zombie,,,"[BB6633]Feral Marcus[-]"

# Radiated Zombie1 - Green MatColor (Sickly Green)
asylumZombie1Radiated,entities,Zombie,,,"[66AA44]Radiated Marcus[-]"

# Infernal Zombie1 - Orange-red MatColor (Dark Red-Orange)
asylumZombie1Infernal,entities,Zombie,,,"[AA4422]Infernal Marcus[-]"

# Charged Zombie1 - Blue MatColor (Steel Blue)
asylumZombie1Charged,entities,Zombie,,,"[4477AA]Charged Marcus[-]"

# Cursed Zombie1 - Purple MatColor (Dark Purple)
asylumZombie1Cursed,entities,Zombie,,,"[774499]Cursed Marcus[-]"

# Alpha Zombie1 - Red MatColor (Blood Red)
asylumZombie1Alpha,entities,Zombie,,,"[AA3333]Alpha Marcus[-]"

# Normal Zombie2 - No MatColor (Muted Orange)
asylumZombie2,entities,Zombie,,,"[CC7744]Cletus[-]"

# Feral Zombie2 - Dried Blood MatColor (Brownish Red)
asylumFeralZombie2,entities,Zombie,,,"[BB6633]Feral Cletus[-]"

# Radiated Zombie2 - Green MatColor (Sickly Green)
asylumZombie2Radiated,entities,Zombie,,,"[66AA44]Radiated Cletus[-]"

# Infernal Zombie2 - Orange-red MatColor (Dark Red-Orange)
asylumZombie2Infernal,entities,Zombie,,,"[AA4422]Infernal Cletus[-]"

# Charged Zombie2 - Blue MatColor (Steel Blue)
asylumZombie2Charged,entities,Zombie,,,"[4477AA]Charged Cletus[-]"

# Cursed Zombie2 - Purple MatColor (Dark Purple)
asylumZombie2Cursed,entities,Zombie,,,"[774499]Cursed Cletus[-]"

# Alpha Zombie2 - Red MatColor (Blood Red)
asylumZombie2Alpha,entities,Zombie,,,"[AA3333]Alpha Cletus[-]"

# Normal Zombie3 - No MatColor (Muted Orange)
asylumZombie3,entities,Zombie,,,"[CC7744]David[-]"

# Feral Zombie3 - Dried Blood MatColor (Brownish Red)
asylumFeralZombie3,entities,Zombie,,,"[BB6633]Feral David[-]"

# Radiated Zombie3 - Green MatColor (Sickly Green)
asylumZombie3Radiated,entities,Zombie,,,"[66AA44]Radiated David[-]"

# Infernal Zombie3 - Orange-red MatColor (Dark Red-Orange)
asylumZombie3Infernal,entities,Zombie,,,"[AA4422]Infernal David[-]"

# Charged Zombie3 - Blue MatColor (Steel Blue)
asylumZombie3Charged,entities,Zombie,,,"[4477AA]Charged David[-]"

# Cursed Zombie3 - Purple MatColor (Dark Purple)
asylumZombie3Cursed,entities,Zombie,,,"[774499]Cursed David[-]"

# Alpha Zombie3 - Red MatColor (Blood Red)
asylumZombie3Alpha,entities,Zombie,,,"[AA3333]Alpha David[-]"

# Normal Zombie4 - No MatColor (Muted Orange)
asylumZombie4,entities,Zombie,,,"[CC7744]Officer Blake[-]"

# Feral Zombie4 - Dried Blood MatColor (Brownish Red)
asylumFeralZombie4,entities,Zombie,,,"[BB6633]Feral Officer Blake[-]"

# Radiated Zombie4 - Green MatColor (Sickly Green)
asylumZombie4Radiated,entities,Zombie,,,"[66AA44]Radiated Officer Blake[-]"

# Infernal Zombie4 - Orange-red MatColor (Dark Red-Orange)
asylumZombie4Infernal,entities,Zombie,,,"[AA4422]Infernal Officer Blake[-]"

# Charged Zombie4 - Blue MatColor (Steel Blue)
asylumZombie4Charged,entities,Zombie,,,"[4477AA]Charged Officer Blake[-]"

# Cursed Zombie4 - Purple MatColor (Dark Purple)
asylumZombie4Cursed,entities,Zombie,,,"[774499]Cursed Officer Blake[-]"

# Alpha Zombie4 - Red MatColor (Blood Red)
asylumZombie4Alpha,entities,Zombie,,,"[AA3333]Alpha Officer Blake[-]"

# Normal Turtle - No MatColor (Muted Orange)
asylumTurtle,entities,Zombie,,,"[CC7744]Asylum Turtle Beast[-]"

# Feral Turtle - Dried Blood MatColor (Brownish Red)
asylumFeralTurtle,entities,Zombie,,,"[BB6633]Feral Asylum Turtle Beast[-]"

# Radiated Turtle - Green MatColor (Sickly Green)
asylumTurtleRadiated,entities,Zombie,,,"[66AA44]Radiated Asylum Turtle Beast[-]"

# Infernal Turtle - Orange-red MatColor (Dark Red-Orange)
asylumTurtleInfernal,entities,Zombie,,,"[AA4422]Infernal Asylum Turtle Beast[-]"

# Charged Turtle - Blue MatColor (Steel Blue)
asylumTurtleCharged,entities,Zombie,,,"[4477AA]Charged Asylum Turtle Beast[-]"

# Cursed Turtle - Purple MatColor (Dark Purple)
asylumTurtleCursed,entities,Zombie,,,"[774499]Cursed Asylum Turtle Beast[-]"

# Alpha Turtle - Red MatColor (Blood Red)
asylumTurtleAlpha,entities,Zombie,,,"[AA3333]Alpha Asylum Turtle Beast[-]"

# Normal Lumberjack - No MatColor (Muted Orange)
asylumLumberjack,entities,Zombie,,,"[CC7744]Asylum Lumberjack[-]"

# Feral Lumberjack - Dried Blood MatColor (Brownish Red)
asylumFeralLumberjack,entities,Zombie,,,"[BB6633]Feral Asylum Lumberjack[-]"

# Radiated Lumberjack - Green MatColor (Sickly Green)
asylumLumberjackRadiated,entities,Zombie,,,"[66AA44]Radiated Asylum Lumberjack[-]"

# Infernal Lumberjack - Orange-red MatColor (Dark Red-Orange)
asylumLumberjackInfernal,entities,Zombie,,,"[AA4422]Infernal Asylum Lumberjack[-]"

# Charged Lumberjack - Blue MatColor (Steel Blue)
asylumLumberjackCharged,entities,Zombie,,,"[4477AA]Charged Asylum Lumberjack[-]"

# Cursed Lumberjack - Purple MatColor (Dark Purple)
asylumLumberjackCursed,entities,Zombie,,,"[774499]Cursed Asylum Lumberjack[-]"

# Alpha Lumberjack - Red MatColor (Blood Red)
asylumLumberjackAlpha,entities,Zombie,,,"[AA3333]Alpha Asylum Lumberjack[-]"

# ========================================
# SLEDGEGUY ENTITY SERIES
# ========================================

# Normal Sledgeguy - No MatColor (Muted Orange)
asylumSledgeguy,entities,Zombie,,,"[CC7744]Asylum Sledgehammer Brute[-]"

# Feral Sledgeguy - Dried Blood MatColor (Brownish Red)
asylumFeralSledgeguy,entities,Zombie,,,"[BB6633]Feral Asylum Sledgehammer Brute[-]"

# Radiated Sledgeguy - Radiated MatColor (Sickly Green)
asylumSledgeguyRadiated,entities,Zombie,,,"[88CC44]Radiated Asylum Sledgehammer Brute[-]"

# Infernal Sledgeguy - Infernal MatColor (Dark Red)
asylumSledgeguyInfernal,entities,Zombie,,,"[CC4444]Infernal Asylum Sledgehammer Brute[-]"

# Charged Sledgeguy - Charged MatColor (Electric Blue)
asylumSledgeguyCharged,entities,Zombie,,,"[4488CC]Charged Asylum Sledgehammer Brute[-]"

# Cursed Sledgeguy - Cursed MatColor (Dark Purple)
asylumSledgeguyCursed,entities,Zombie,,,"[8844CC]Cursed Asylum Sledgehammer Brute[-]"

# Alpha Sledgeguy - Alpha MatColor (Bright Gold)
asylumSledgeguyAlpha,entities,Zombie,,,"[FFD700]Alpha Asylum Sledgehammer Brute[-]"

# ========================================
# HAZMATGUY ENTITY SERIES
# ========================================

# Normal Hazmatguy - No MatColor (Muted Orange)
asylumHazmatguy,entities,Zombie,,,"[CC7744]Asylum Hazmat Specialist[-]"

# Feral Hazmatguy - Dried Blood MatColor (Brownish Red)
asylumFeralHazmatguy,entities,Zombie,,,"[BB6633]Feral Asylum Hazmat Specialist[-]"

# Radiated Hazmatguy - Radiated MatColor (Sickly Green)
asylumHazmatguyRadiated,entities,Zombie,,,"[88CC44]Radiated Asylum Hazmat Specialist[-]"

# Infernal Hazmatguy - Infernal MatColor (Dark Red)
asylumHazmatguyInfernal,entities,Zombie,,,"[CC4444]Infernal Asylum Hazmat Specialist[-]"

# Charged Hazmatguy - Charged MatColor (Electric Blue)
asylumHazmatguyCharged,entities,Zombie,,,"[4488CC]Charged Asylum Hazmat Specialist[-]"

# Cursed Hazmatguy - Cursed MatColor (Dark Purple)
asylumHazmatguyCursed,entities,Zombie,,,"[8844CC]Cursed Asylum Hazmat Specialist[-]"

# Alpha Hazmatguy - Alpha MatColor (Bright Gold)
asylumHazmatguyAlpha,entities,Zombie,,,"[FFD700]Alpha Asylum Hazmat Specialist[-]"

# ========================================
# KILLERCLOWN ENTITY SERIES
# ========================================

# Normal Killerclown - No MatColor (Muted Orange)
asylumKillerclown,entities,Zombie,,,"[CC7744]Asylum Killer Clown[-]"

# Feral Killerclown - Dried Blood MatColor (Brownish Red)
asylumFeralKillerclown,entities,Zombie,,,"[BB6633]Feral Asylum Killer Clown[-]"

# Radiated Killerclown - Radiated MatColor (Sickly Green)
asylumKillerclownRadiated,entities,Zombie,,,"[88CC44]Radiated Asylum Killer Clown[-]"

# Infernal Killerclown - Infernal MatColor (Dark Red)
asylumKillerclownInfernal,entities,Zombie,,,"[CC4444]Infernal Asylum Killer Clown[-]"

# Charged Killerclown - Charged MatColor (Electric Blue)
asylumKillerclownCharged,entities,Zombie,,,"[4488CC]Charged Asylum Killer Clown[-]"

# Cursed Killerclown - Cursed MatColor (Dark Purple)
asylumKillerclownCursed,entities,Zombie,,,"[8844CC]Cursed Asylum Killer Clown[-]"

# Alpha Killerclown - Alpha MatColor (Bright Gold)
asylumKillerclownAlpha,entities,Zombie,,,"[FFD700]Alpha Asylum Killer Clown[-]"

# ========================================
# BUSINESSMAN ENTITY SERIES
# ========================================

# Normal Businessman - No MatColor (Muted Orange)
asylumBusinessman,entities,Zombie,,,"[CC7744]Asylum Corporate Executive[-]"

# Feral Businessman - Dried Blood MatColor (Brownish Red)
asylumFeralBusinessman,entities,Zombie,,,"[BB6633]Feral Asylum Corporate Executive[-]"

# Radiated Businessman - Radiated MatColor (Sickly Green)
asylumBusinessmanRadiated,entities,Zombie,,,"[88CC44]Radiated Asylum Corporate Executive[-]"

# Infernal Businessman - Infernal MatColor (Dark Red)
asylumBusinessmanInfernal,entities,Zombie,,,"[CC4444]Infernal Asylum Corporate Executive[-]"

# Charged Businessman - Charged MatColor (Electric Blue)
asylumBusinessmanCharged,entities,Zombie,,,"[4488CC]Charged Asylum Corporate Executive[-]"

# Cursed Businessman - Cursed MatColor (Dark Purple)
asylumBusinessmanCursed,entities,Zombie,,,"[8844CC]Cursed Asylum Corporate Executive[-]"

# Alpha Businessman - Alpha MatColor (Bright Gold)
asylumBusinessmanAlpha,entities,Zombie,,,"[FFD700]Alpha Asylum Corporate Executive[-]"

# ========================================
# BEHEMOTH ENTITY SERIES
# ========================================

# Normal Behemoth - No MatColor (Muted Orange)
